,heuristic,solution_len,acc,cum_acc
4591,mult_heuristic,875,False,0.28565
833,sum_heuristic,876,True,0.2857
7106,mult_heuristic,876,True,0.28575
2200,sum_heuristic,877,True,0.2858
15109,mult_heuristic,877,True,0.28585
2034,mult_heuristic,878,False,0.28585
14708,sum_heuristic,878,True,0.2859
6850,sum_heuristic,878,True,0.28595
13082,sum_heuristic,878,True,0.286
7938,mult_heuristic,878,False,0.286
7787,sum_heuristic,879,True,0.28605
18879,mult_heuristic,879,True,0.2861
13839,mult_heuristic,879,False,0.2861
5534,mult_heuristic,881,False,0.2861
2128,sum_heuristic,882,True,0.28615
17287,sum_heuristic,882,True,0.2862
1510,mult_heuristic,884,True,0.28625
15104,mult_heuristic,884,False,0.28625
18667,sum_heuristic,884,True,0.2863
1191,mult_heuristic,884,True,0.28635
4276,sum_heuristic,884,True,0.2864
8133,sum_heuristic,884,True,0.28645
2857,mult_heuristic,884,True,0.2865
4503,mult_heuristic,884,False,0.2865
880,mult_heuristic,884,True,0.28655
12797,sum_heuristic,885,True,0.2866
17857,mult_heuristic,885,False,0.2866
6134,sum_heuristic,885,True,0.28665
7799,mult_heuristic,885,False,0.28665
13579,sum_heuristic,885,True,0.2867
19339,mult_heuristic,886,True,0.28675
5244,mult_heuristic,886,True,0.2868
16519,mult_heuristic,886,True,0.28685
4527,sum_heuristic,886,True,0.2869
19843,mult_heuristic,888,True,0.28695
15420,mult_heuristic,888,True,0.287
15439,mult_heuristic,889,True,0.28705
6384,sum_heuristic,889,True,0.2871
728,sum_heuristic,891,True,0.28715
9595,sum_heuristic,891,True,0.2872
471,mult_heuristic,891,False,0.2872
19549,sum_heuristic,891,True,0.28725
15764,sum_heuristic,891,True,0.2873
13137,mult_heuristic,891,False,0.2873
12232,sum_heuristic,891,True,0.28735
17489,sum_heuristic,891,True,0.2874
7414,sum_heuristic,891,True,0.28745
2228,sum_heuristic,891,True,0.2875
10807,sum_heuristic,891,True,0.28755
6566,mult_heuristic,891,True,0.2876
6151,sum_heuristic,891,True,0.28765
8415,sum_heuristic,891,True,0.2877
15672,sum_heuristic,891,True,0.28775
15773,sum_heuristic,892,True,0.2878
